,time,open,high,low,close,Volume,Histogram,MACD,Signal,K,D,Turnover (Cr),10 MA Turnover,Turnover / 10MA (X),time_converted,decision_date,entry_date,end_date,entry_price,end_price,return,upper_barrier,lower_barrier,barrier_touched,value_at_barrier_touched,label
0,1282656600,1.283332,1.313999,1.263332,1.279999,10096120.0,-0.0027920852407563,-0.0099953700702553,-0.0072032848294989,69.3447677623266,71.2690603763498,1.2923023503880002,1.18451955859925,1.0909928341885788,24082010,2010-08-16 13:30:00,2010-08-17 13:30:00,2010-08-17 13:30:00,1.251999,1.276665,0.019701293691129,1.2849583351173774,1.219039664882623,upper,1.293331,1
1,1282743000,1.277332,1.331999,1.237332,1.326665,7549342.0,0.0011409233468391,-0.0057771306459499,-0.0069180539927891,72.50746671239497,72.43831576720157,1.001544780443,1.14189483455464,0.8770902101800127,25082010,2010-08-17 13:30:00,2010-08-18 13:30:00,2010-08-18 13:30:00,1.276665,1.251332,-0.0198431068447868,1.3102736766583891,1.243056323341611,lower,1.239999,-1
2,1282829400,1.325999,1.351332,1.306666,1.316665,6506046.0,0.0029711417869135,-0.0032041267591471,-0.0061752685460607,73.80121300689277,71.88448249387146,0.8566283056590001,1.1058921263512902,0.7746038562416614,26082010,2010-08-18 13:30:00,2010-08-19 13:30:00,2010-08-23 13:30:00,1.251332,1.341999,0.0724563904703146,1.284273776096545,1.2183902239034554,upper,1.359272,1
3,1282915800,1.316665,1.324333,1.299999,1.313332,5694635.0,0.003806129556955,-0.001417606599867,-0.005223736156822,70.07710618690315,72.12859530206363,0.7478946373819999,1.0644387302951703,0.7026187756007409,27082010,2010-08-19 13:30:00,2010-08-20 13:30:00,2010-08-23 13:30:00,1.252665,1.341999,0.071315156087222,1.2856418678128412,1.2196881321871589,upper,1.359272,1
4,1283175000,1.313332,1.345999,1.307332,1.324665,10990975.0,0.0049008295035732,0.0009023007226445,-0.0039985287809287,64.48150026492941,69.45327315290844,1.4559359898375,1.11872188877064,1.301427999623234,30082010,2010-08-20 13:30:00,2010-08-23 13:30:00,2010-08-23 13:30:00,1.273333,1.341999,0.0539261921272753,1.3068539605303322,1.239812039469668,upper,1.359272,1
5,1283261400,1.310665,1.319331,1.288665,1.298665,3015183.0,0.0037072512058215,0.0006355352263482,-0.0030717159794733,62.35385306145976,65.63748650443078,0.3915712630694999,1.0721098389479402,0.3652342780976138,31082010,2010-08-23 13:30:00,2010-08-24 13:30:00,2010-08-24 13:30:00,1.341999,1.279999,-0.0461997363634397,1.3773276182881815,1.3066703817118184,lower,1.263332,-1
6,1283347800,1.307999,1.379332,1.306666,1.363332,7435282.0,0.0069197003324365,0.0055779094360723,-0.0013417908963641,62.86420930131446,63.23318754256787,1.0136757879624,1.0606074089907,0.9557502421438284,1092010,2010-08-24 13:30:00,2010-08-25 13:30:00,2010-08-25 13:30:00,1.279999,1.326665,0.0364578409826881,1.3136954454371832,1.246302554562817,lower,1.237332,-1
7,1283434200,1.357999,1.415999,1.354019,1.403999,7305907.0,0.0111779648697779,0.0126306651908583,0.0014527003210803,68.61418740778032,64.61074992351818,1.0257486122093,1.05437280696893,0.9728519224220912,2092010,2010-08-25 13:30:00,2010-08-26 13:30:00,2010-08-31 13:30:00,1.326665,1.298665,-0.0211055541527062,1.3615899450866138,1.2917400549133864,lower,1.288665,-1
8,1283520600,1.391332,1.419999,1.377332,1.403332,6521346.0,0.0132051848230081,0.0179591813498405,0.0047539965268323,74.73939233390293,68.73926301433256,0.9151613524872,1.08906659715928,0.8403171623060571,3092010,2010-08-26 13:30:00,2010-08-27 13:30:00,2010-09-01 13:30:00,1.316665,1.363332,0.0354433360042228,1.351326691400969,1.2820033085990312,upper,1.379332,1
9,1283866200,1.373999,1.399999,1.366665,1.369331,3650028.0,0.011570363740619,0.0192169512026061,0.0076465874619871,64.92974674765448,69.4277754964459,0.4998096491268,0.92002727285647,0.5432552532654904,7092010,2010-08-27 13:30:00,2010-08-30 13:30:00,2010-09-01 13:30:00,1.313332,1.363332,0.0380711046407154,1.3479059489475431,1.2787580510524568,upper,1.379332,1
10,1283952600,1.377332,1.396665,1.373333,1.393331,4325734.0,0.01140106342486,0.0218979167430621,0.0104968533182021,67.63206038936171,69.1003998236397,0.6027179279954,0.85106883061721,0.7081894040912043,8092010,2010-08-30 13:30:00,2010-08-31 13:30:00,2010-08-31 13:30:00,1.324665,1.298665,-0.0196276039602465,1.3595372943494848,1.2897927056505154,lower,1.288665,-1
11,1284039000,1.399999,1.403332,1.379332,1.380666,5642960.0,0.0097933381624594,0.0227385260212764,0.012945187858817,58.180882697043366,63.58089661135318,0.779104301136,0.82882478268651,0.9400108652767976,9092010,2010-08-31 13:30:00,2010-09-01 13:30:00,2010-09-01 13:30:00,1.298665,1.363332,0.0497949817697404,1.332852834766808,1.264477165233192,upper,1.379332,1
12,1284125400,1.383332,1.395331,1.317331,1.344665,5798570.0,0.0058567456238109,0.0202661198885807,0.0144093742647697,39.4334543923811,55.08213249292872,0.779713412905,0.82113329341111,0.9495576651945926,10092010,2010-09-01 13:30:00,2010-09-02 13:30:00,2010-09-02 13:30:00,1.363332,1.403999,0.0298291245272611,1.399222217375768,1.327441782624232,upper,1.415999,1
13,1284384600,1.392665,1.393299,1.366665,1.381332,5410550.0,0.0052909801661812,0.0210230994724962,0.015732119306315,31.439095550407767,43.01781087994406,0.74737658526,0.8210814881989099,0.9102343628516264,13092010,2010-09-02 13:30:00,2010-09-03 13:30:00,2010-09-07 13:30:00,1.403999,1.369331,-0.0246923252794339,1.4409597911391805,1.3670382088608195,lower,1.366665,-1
14,1284471000,1.369331,1.439999,1.368665,1.407999,9819444.0,0.0062174063271028,0.0235038772151936,0.0172864708880907,41.97305205232759,37.6152006650388,1.3825767332556,0.81374556254072,1.699028292011627,14092010,2010-09-03 13:30:00,2010-09-07 13:30:00,2010-09-10 13:30:00,1.403332,1.344665,-0.0418055029030906,1.4402752321183478,1.3663887678816524,lower,1.317331,-1
