,entry_price,exit_price,size,pnl,pnl_pct,exit_date
0,247.841852,234.896432,-1,-37.353530536000015,15.071518484295387,2022-07-14
1,239.99976,174.22,-1,14.725590880000011,-6.135669002335673,2023-05-18
2,177.17,255.97,-1,-129.19508000000002,72.9215329909127,2024-07-15
3,255.31,276.88,-1,-73.16419,28.65700129254632,2025-05-07
